Species,Type,leaf_d13C,leaf_D13C,latitude,longitude,author,year
Lonicera hispida,C3,-25.51,17.54626427,35.05,109.133,Zheng_Shangguan,2007
Ostryopsis davidiana,C3,-28.3,20.33626427,35.05,109.133,Zheng_Shangguan,2007
Periploca sepium,C3,-26.54,18.57626427,35.05,109.133,Zheng_Shangguan,2007
Pinus tabuliformis,C3,-28.09,20.12626427,35.05,109.133,Zheng_Shangguan,2007
Populus davidiana,C3,-28.08,20.11626427,35.05,109.133,Zheng_Shangguan,2007
Potentilla acaulis,C3,-27.97,20.00626427,35.05,109.133,Zheng_Shangguan,2007
Pulsatilla chinensis,C3,-27.215,19.25126427,35.05,109.133,Zheng_Shangguan,2007
Pyrus betulifolia,C3,-27.34,19.37626427,35.05,109.133,Zheng_Shangguan,2007
Quercus wutaishanica,C3,-27.98,20.01626427,35.05,109.133,Zheng_Shangguan,2007
Robinia pseudoacacia,C3,-25.9,17.93626427,35.05,109.133,Zheng_Shangguan,2007
Rosa hugonis,C3,-27.04,19.07626427,35.05,109.133,Zheng_Shangguan,2007
Sophora viciifolia,C3,-26.45,18.48626427,35.05,109.133,Zheng_Shangguan,2007
Spiraea pubescens,C3,-27.23,19.26626427,35.05,109.133,Zheng_Shangguan,2007
Syringa oblata,C3,-25.61,17.64626427,35.05,109.133,Zheng_Shangguan,2007
Ziziphus jujuba,C3,-28.34,20.37626427,35.05,109.133,Zheng_Shangguan,2007
Reaumuria soongarica,C3,-25.21,17.31404905,43.267,94.833,Ma_etal,2007
Reaumuria soongarica,C3,-26.12,18.22445026,43.417,94.167,Ma_etal,2007
Artemisia subdigitata,C3,-30.7,22.73411222,34.267,108.067,Zheng_Shangguan,2007
Lespedeza davurica,C3,-27.59,19.62411222,34.267,108.067,Zheng_Shangguan,2007
Pinus tabuliformis,C3,-27.15,19.18411222,34.267,108.067,Zheng_Shangguan,2007
Robinia pseudoacacia,C3,-25.09,17.12411222,34.267,108.067,Zheng_Shangguan,2007
Rubus parvifolius,C3,-27.99,20.02411222,34.267,108.067,Zheng_Shangguan,2007
Ziziphus jujuba,C3,-30.39,22.42411222,34.267,108.067,Zheng_Shangguan,2007
Reaumuria soongarica,C3,-25.79,17.88140495,38.6,105.633,Ma_etal,2007
Artemisia freyniana,C3,-28.46,20.49562384,34.817,108.033,Zheng_Shangguan,2007
Artemisia subdigitata,C3,-24.57,16.60562384,34.817,108.033,Zheng_Shangguan,2007
Elaeagnus rhamnoides,C3,-26.8,18.83562384,34.817,108.033,Zheng_Shangguan,2007
Lespedeza davurica,C3,-28.37,20.40562384,34.817,108.033,Zheng_Shangguan,2007
Lonicera japonica,C3,-27.28,19.31562384,34.817,108.033,Zheng_Shangguan,2007
Pinus tabuliformis,C3,-27.46,19.49562384,34.817,108.033,Zheng_Shangguan,2007
Populus hopeiensis,C3,-25.84,17.87562384,34.817,108.033,Zheng_Shangguan,2007
Potentilla acaulis,C3,-28.57,20.60562384,34.817,108.033,Zheng_Shangguan,2007
Pulsatilla chinensis,C3,-27.37,19.40562384,34.817,108.033,Zheng_Shangguan,2007
Robinia pseudoacacia,C3,-26.28,18.31562384,34.817,108.033,Zheng_Shangguan,2007
Rosa hugonis,C3,-28.05,20.08562384,34.817,108.033,Zheng_Shangguan,2007
Rubus parvifolius,C3,-27.8,19.83562384,34.817,108.033,Zheng_Shangguan,2007
Spiraea pubescens,C3,-26.71,18.74562384,34.817,108.033,Zheng_Shangguan,2007
Ziziphus jujuba,C3,-27.39,19.42562384,34.817,108.033,Zheng_Shangguan,2007
Hemarthria sibirica,C4,-10.86,2.945350248,44.77,123.78,Wang,2007
Arundinella hirta,C4,-11.1,3.185350248,44.77,123.78,Wang,2007
Portulaca oleracea,C4,-11.4,3.485350248,44.77,123.78,Wang,2007
Kochia sieversiana,C4,-11.42,3.505350248,44.77,123.78,Wang,2007
Spodiopogon sibiricus,C4,-11.54,3.625350248,44.77,123.78,Wang,2007
Echinochloa crus-galli,C4,-11.59,3.675350248,44.77,123.78,Wang,2007
Setaria italica,C4,-11.61,3.695350248,44.77,123.78,Wang,2007
Pennisetum flaccidum,C4,-11.71,3.795350248,44.77,123.78,Wang,2007
Tribulus terrestris,C4,-11.71,3.795350248,44.77,123.78,Wang,2007
Amaranthus retroflexus,C4,-11.92,4.005350248,44.77,123.78,Wang,2007
Salsola collina,C4,-11.98,4.065350248,44.77,123.78,Wang,2007
Miscanthus sacchariflorus,C4,-12.23,4.315350248,44.77,123.78,Wang,2007
Eragrostis poaeoides,C4,-12.42,4.505350248,44.77,123.78,Wang,2007
Euphorbia humifusa,C4,-12.93,5.015350248,44.77,123.78,Wang,2007
Panicum miliaceum,C4,-12.98,5.065350248,44.77,123.78,Wang,2007
Setaria viridis,C4,-13.22,5.305350248,44.77,123.78,Wang,2007
Digitaria ciliaris,C4,-14.1,6.185350248,44.77,123.78,Wang,2007
Chloris virgata,C4,-15.01,7.095350248,44.77,123.78,Wang,2007
Brachiaria brizantha,C4,-12.6,4.661614863,-2.85,-54.95,Domingues_etal,2007
Colobanthus quitensis,C3,-25.8,17.75361543,-64.82,-63.82,Day_etal,2008
Deschampsia antarctica,C3,-28.8,20.75361543,-64.82,-63.82,Day_etal,2008
Pinus pinea,C3,-25.22,17.3427515,41.78,-5.42,Escudero_etal,2008
Quercus battandieri,C3,-25.86,17.9827515,41.78,-5.42,Escudero_etal,2008
Quercus rotundifolia,C3,-27.4,19.5227515,41.78,-5.42,Escudero_etal,2008
Pinus halepensis,C3,-24.04,16.1627515,41.78,-5.42,Escudero_etal,2008
Pinus pinea,C3,-25.66,17.7827515,41.78,-5.42,Escudero_etal,2008
Quercus rotundifolia,C3,-26.63,18.7527515,41.78,-5.42,Escudero_etal,2008
Crataegus azarella,C3,-28.14,20.2627515,41.78,-5.42,Escudero_etal,2008
Pinus pinaster,C3,-25.29,17.4127515,41.78,-5.42,Escudero_etal,2008
Pinus pinea,C3,-25.56,17.6827515,41.78,-5.42,Escudero_etal,2008
Pyrus bourgaeana,C3,-27.58,19.7027515,41.78,-5.42,Escudero_etal,2008
Quercus rotundifolia,C3,-26.79,18.9127515,41.78,-5.42,Escudero_etal,2008
Crataegus azarella,C3,-28.94,21.0627515,41.78,-5.42,Escudero_etal,2008
Pyrus bourgaeana,C3,-27.72,19.8427515,41.78,-5.42,Escudero_etal,2008
Quercus pyrenaica,C3,-27.47,19.5927515,41.78,-5.42,Escudero_etal,2008
Quercus rotundifolia,C3,-27.62,19.7427515,41.78,-5.42,Escudero_etal,2008
Quercus suber,C3,-27.22,19.3427515,41.78,-5.42,Escudero_etal,2008
Crataegus azarella,C3,-28.19,20.3127515,41.78,-5.42,Escudero_etal,2008
Fraxinus angustifolia,C3,-27.69,19.8127515,41.78,-5.42,Escudero_etal,2008
Prunus spinosa,C3,-28.64,20.7627515,41.78,-5.42,Escudero_etal,2008
Pyrus bourgaeana,C3,-26.1,18.2227515,41.78,-5.42,Escudero_etal,2008
Salix salvifolia,C3,-28.95,21.0727515,41.78,-5.42,Escudero_etal,2008
Sambucus nigra,C3,-27.59,19.7127515,41.78,-5.42,Escudero_etal,2008
Acer coriaceum,C3,-26.72,18.8427515,41.78,-5.42,Escudero_etal,2008
Fraxinus angustifolia,C3,-25.89,18.0127515,41.78,-5.42,Escudero_etal,2008
Prunus spinosa,C3,-27.74,19.8627515,41.78,-5.42,Escudero_etal,2008
Quercus pyrenaica,C3,-27.12,19.2427515,41.78,-5.42,Escudero_etal,2008
Quercus rotundifolia,C3,-27.81,19.9327515,41.78,-5.42,Escudero_etal,2008
Quercus suber,C3,-26.45,18.5727515,41.78,-5.42,Escudero_etal,2008
Betula pubescens,C3,-28.86,20.9827515,41.78,-5.42,Escudero_etal,2008
Frangula alnus,C3,-29.04,21.1627515,41.78,-5.42,Escudero_etal,2008
Pinus pinaster,C3,-26.61,18.7327515,41.78,-5.42,Escudero_etal,2008
Pinus sylvestris,C3,-27.45,19.5727515,41.78,-5.42,Escudero_etal,2008
Quercus pyrenaica,C3,-26.38,18.5027515,41.78,-5.42,Escudero_etal,2008
Acer coriaceum,C3,-26.68,18.8027515,41.78,-5.42,Escudero_etal,2008
Ilex aquifolium,C3,-26.22,18.3427515,41.78,-5.42,Escudero_etal,2008
Quercus pyrenaica,C3,-26.97,19.0927515,41.78,-5.42,Escudero_etal,2008
Taxus baccata,C3,-25.37,17.4927515,41.78,-5.42,Escudero_etal,2008
Miconia argentea,C3,-27.75,19.69769558,9.1,-79.7,Cernusak_and_Marshall,2008
,C4,-14.71,6.515848126,-12.111,142.56209,Murphy_and_Bowman,2009
,C4,-13.77,5.556513187,-12.111,142.56209,Murphy_and_Bowman,2009
,C4,-13.16,4.934943861,-12.111,142.56209,Murphy_and_Bowman,2009
,C4,-12.7,4.466727438,-12.111,142.56209,Murphy_and_Bowman,2009
,C4,-11.53,3.277792953,-12.111,142.56209,Murphy_and_Bowman,2009
,C4,-12.28,4.039606366,-12.111,142.56209,Murphy_and_Bowman,2009
,C4,-13.09,4.86366538,-12.111,142.56209,Murphy_and_Bowman,2009
,C4,-11.5,3.247344461,-12.66441,142.23535,Murphy_and_Bowman,2009
,C4,-12.34,4.100601422,-12.66441,142.23535,Murphy_and_Bowman,2009
,C4,-12.08,3.836343024,-12.66441,142.23535,Murphy_and_Bowman,2009
,C4,-11.72,3.470676327,-12.66441,142.23535,Murphy_and_Bowman,2009
,C4,-13.78,5.566709254,-12.66441,142.23535,Murphy_and_Bowman,2009
,C4,-12.49,4.253121487,-12.7334,142.37083,Murphy_and_Bowman,2009
,C4,-13.06,4.833120554,-12.7334,142.37083,Murphy_and_Bowman,2009
,C4,-12.46,4.222613768,-12.7334,142.37083,Murphy_and_Bowman,2009
,C4,-12.6,4.364998987,-12.7334,142.37083,Murphy_and_Bowman,2009
,C4,-12.7,4.466727438,-12.7334,142.37083,Murphy_and_Bowman,2009
,C4,-12.33,4.090435064,-12.7334,142.37083,Murphy_and_Bowman,2009
,C4,-12.11,3.866827278,-12.7334,142.37083,Murphy_and_Bowman,2009
,C4,-14.87,6.679321511,-12.7334,142.37083,Murphy_and_Bowman,2009
,C4,-14.54,6.342215818,-12.7334,142.37083,Murphy_and_Bowman,2009
,C4,-13.52,5.301678696,-14.43049,132.21857,Murphy_and_Bowman,2009
,C4,-13.86,5.648285233,-14.43049,132.21857,Murphy_and_Bowman,2009
,C4,-12.95,4.721138747,-14.43049,132.21857,Murphy_and_Bowman,2009
,C4,-12.78,4.548125038,-14.43049,132.21857,Murphy_and_Bowman,2009
,C4,-13.2,4.975678962,-14.43049,132.21857,Murphy_and_Bowman,2009
,C4,-13.48,5.260917163,-14.43049,132.21857,Murphy_and_Bowman,2009
,C4,-12.17,3.927801342,-14.43049,132.21857,Murphy_and_Bowman,2009
,C4,-13.03,4.802577586,-14.43049,132.21857,Murphy_and_Bowman,2009
,C4,-11.79,3.541757319,-14.49456,132.41405,Murphy_and_Bowman,2009
,C4,-11.98,3.734742212,-14.49456,132.41405,Murphy_and_Bowman,2009
,C4,-14.05,5.842081241,-14.49456,132.41405,Murphy_and_Bowman,2009
,C4,-12.8,4.568476499,-14.49456,132.41405,Murphy_and_Bowman,2009
,C4,-12.44,4.202276317,-14.49456,132.41405,Murphy_and_Bowman,2009
,C4,-12.33,4.090435064,-14.49456,132.41405,Murphy_and_Bowman,2009
,C4,-12.41,4.171771687,-14.49456,132.41405,Murphy_and_Bowman,2009
,C4,-13.21,4.985863254,-14.76036,132.8536,Murphy_and_Bowman,2009
,C4,-12.55,4.314142488,-14.77714,143.50534,Murphy_and_Bowman,2009
,C4,-13.17,4.945127327,-14.77714,143.50534,Murphy_and_Bowman,2009
,C4,-14.04,5.831879589,-14.77714,143.50534,Murphy_and_Bowman,2009
,C4,-13.41,5.189592435,-14.77714,143.50534,Murphy_and_Bowman,2009
,C4,-12.48,4.242952041,-14.77714,143.50534,Murphy_and_Bowman,2009
,C4,-13.65,5.434176509,-14.87502,133.01524,Murphy_and_Bowman,2009
,C4,-13.37,5.148839991,-14.87502,133.01524,Murphy_and_Bowman,2009
,C4,-12.14,3.897313384,-14.87502,133.01524,Murphy_and_Bowman,2009
,C4,-13.75,5.536121673,-14.87502,133.01524,Murphy_and_Bowman,2009
,C4,-13.05,4.822939359,-14.87853,134.00238,Murphy_and_Bowman,2009
,C4,-14.63,6.434131342,-14.87853,134.00238,Murphy_and_Bowman,2009
,C4,-13.49,5.271107237,-14.87853,134.00238,Murphy_and_Bowman,2009
,C4,-12.84,4.609181896,-14.87853,134.00238,Murphy_and_Bowman,2009
,C4,-14.04,5.831879589,-14.87853,134.00238,Murphy_and_Bowman,2009
,C4,-13.5,5.281297516,-14.97788,131.82661,Murphy_and_Bowman,2009
,C4,-12.81,4.578652539,-14.97788,131.82661,Murphy_and_Bowman,2009
,C4,-14.47,6.270737573,-14.97788,131.82661,Murphy_and_Bowman,2009
,C4,-13.14,4.914577549,-14.97788,131.82661,Murphy_and_Bowman,2009
,C4,-10.66,2.395536418,-14.97788,131.82661,Murphy_and_Bowman,2009
,C4,-13.62,5.403596991,-14.97788,131.82661,Murphy_and_Bowman,2009
,C4,-14.32,6.117604091,-14.97788,131.82661,Murphy_and_Bowman,2009
,C4,-14.23,6.025746371,-14.99623,143.62416,Murphy_and_Bowman,2009
,C4,-13.3,5.077531164,-14.99623,143.62416,Murphy_and_Bowman,2009
,C4,-12.19,3.948127676,-14.99623,143.62416,Murphy_and_Bowman,2009
,C4,-13.38,5.159027792,-15.00695,133.15327,Murphy_and_Bowman,2009
,C4,-13.38,5.159027792,-15.00695,133.15327,Murphy_and_Bowman,2009
,C4,-13.96,5.750273823,-15.00695,133.15327,Murphy_and_Bowman,2009
,C4,-15.27,7.088237385,-15.00695,133.15327,Murphy_and_Bowman,2009
,C4,-13.72,5.505535953,-15.00695,133.15327,Murphy_and_Bowman,2009
,C4,-14.15,5.944109144,-15.00695,133.15327,Murphy_and_Bowman,2009
,C4,-13.34,5.118277826,-15.00695,133.15327,Murphy_and_Bowman,2009
,C4,-13.39,5.1692158,-15.42188,144.19453,Murphy_and_Bowman,2009
,C4,-12.96,4.73131788,-15.42188,144.19453,Murphy_and_Bowman,2009
,C4,-14.06,5.8522831,-15.42188,144.19453,Murphy_and_Bowman,2009
,C4,-13.19,4.965494877,-15.62328,130.4314,Murphy_and_Bowman,2009
,C4,-12.39,4.151436296,-15.62328,130.4314,Murphy_and_Bowman,2009
,C4,-12.08,3.836343024,-15.63038,133.25667,Murphy_and_Bowman,2009
,C4,-13.29,5.067345015,-15.63038,133.25667,Murphy_and_Bowman,2009
,C4,-13.82,5.607495589,-15.63038,133.25667,Murphy_and_Bowman,2009
,C4,-13.55,5.332252015,-15.63096,130.87398,Murphy_and_Bowman,2009
,C4,-14.17,5.964517209,-15.76618,130.02673,Murphy_and_Bowman,2009
,C4,-15.14,6.955303292,-15.76618,130.02673,Murphy_and_Bowman,2009
,C4,-13.68,5.464757888,-15.76618,130.02673,Murphy_and_Bowman,2009
,C4,-13.36,5.138652396,-15.76618,130.02673,Murphy_and_Bowman,2009
,C4,-13.13,4.904394702,-16.13534,133.42812,Murphy_and_Bowman,2009
,C4,-13.38,5.159027792,-16.13534,133.42812,Murphy_and_Bowman,2009
,C4,-13.55,5.332252015,-16.13534,133.42812,Murphy_and_Bowman,2009
,C4,-13.7,5.485146507,-16.13534,133.42812,Murphy_and_Bowman,2009
,C4,-13.18,4.955310999,-16.13534,133.42812,Murphy_and_Bowman,2009
,C4,-13.07,4.843301957,-16.13534,133.42812,Murphy_and_Bowman,2009
,C4,-12.73,4.497249992,-16.20234,144.74554,Murphy_and_Bowman,2009
,C4,-13.3,5.077531164,-16.20234,144.74554,Murphy_and_Bowman,2009
,C4,-13.47,5.250727297,-16.20234,144.74554,Murphy_and_Bowman,2009
,C4,-13.12,4.894212062,-16.20234,144.74554,Murphy_and_Bowman,2009
,C4,-12.46,4.222613768,-16.20234,144.74554,Murphy_and_Bowman,2009
,C4,-13.09,4.86366538,-16.20234,144.74554,Murphy_and_Bowman,2009
,C4,-13.18,4.955310999,-16.20234,144.74554,Murphy_and_Bowman,2009
,C4,-13.21,4.985863254,-16.20234,144.74554,Murphy_and_Bowman,2009
,C4,-11.77,3.521447436,-16.20234,144.74554,Murphy_and_Bowman,2009
,C4,-15.24,7.057557171,-16.39292,134.07738,Murphy_and_Bowman,2009
,C4,-13.81,5.597298695,-16.39292,134.07738,Murphy_and_Bowman,2009
,C4,-14.59,6.393277925,-16.39292,134.07738,Murphy_and_Bowman,2009
,C4,-13.37,5.148839991,-16.47201,133.3892,Murphy_and_Bowman,2009
,C4,-13.55,5.332252015,-16.47201,133.3892,Murphy_and_Bowman,2009
,C4,-11.88,3.633161964,-16.47201,133.3892,Murphy_and_Bowman,2009
,C4,-12.36,4.120934754,-16.47201,133.3892,Murphy_and_Bowman,2009
,C4,-12.35,4.110767985,-16.47201,133.3892,Murphy_and_Bowman,2009
,C4,-11.51,3.257493753,-16.47201,133.3892,Murphy_and_Bowman,2009
,C4,-15.66,7.48725034,-17.20643,138.03503,Murphy_and_Bowman,2009
,C4,-13.11,4.884029628,-17.20643,138.03503,Murphy_and_Bowman,2009
,C4,-12.88,4.649890591,-17.20643,138.03503,Murphy_and_Bowman,2009
,C4,-12.63,4.395515359,-17.20643,138.03503,Murphy_and_Bowman,2009
,C4,-14,5.791075051,-17.20643,138.03503,Murphy_and_Bowman,2009
,C4,-13.55,5.332252015,-17.20643,138.03503,Murphy_and_Bowman,2009
,C4,-12.68,4.4463801,-17.22793,128.09996,Murphy_and_Bowman,2009
,C4,-13.21,4.985863254,-17.22793,128.09996,Murphy_and_Bowman,2009
,C4,-13.46,5.240537637,-17.22793,128.09996,Murphy_and_Bowman,2009
,C4,-12.75,4.517599392,-17.23448,133.4646,Murphy_and_Bowman,2009
,C4,-13.36,5.138652396,-17.23448,133.4646,Murphy_and_Bowman,2009
,C4,-11.99,3.744901367,-17.23448,133.4646,Murphy_and_Bowman,2009
,C4,-14.11,5.903295499,-17.23448,133.4646,Murphy_and_Bowman,2009
,C4,-12.96,4.73131788,-17.23448,133.4646,Murphy_and_Bowman,2009
,C4,-13.39,5.1692158,-17.23448,133.4646,Murphy_and_Bowman,2009
,C4,-11.73,3.480830138,-17.23448,133.4646,Murphy_and_Bowman,2009
,C4,-11.79,3.541757319,-17.23448,133.4646,Murphy_and_Bowman,2009
,C4,-16.17,8.009513839,-17.74686,122.945,Murphy_and_Bowman,2009
,C4,-14.88,6.689540361,-17.74686,122.945,Murphy_and_Bowman,2009
,C4,-14,5.791075051,-17.74686,122.945,Murphy_and_Bowman,2009
,C4,-12.93,4.7007811,-17.74686,122.945,Murphy_and_Bowman,2009
,C4,-13.87,5.658483161,-17.74686,122.945,Murphy_and_Bowman,2009
,C4,-15.68,7.507721066,-17.85078,141.13109,Murphy_and_Bowman,2009
,C4,-13.26,5.036787806,-17.85078,141.13109,Murphy_and_Bowman,2009
,C4,-12.55,4.314142488,-17.85078,141.13109,Murphy_and_Bowman,2009
,C4,-14.83,6.638448187,-17.85078,141.13109,Murphy_and_Bowman,2009
,C4,-13.9,5.689078187,-17.85078,141.13109,Murphy_and_Bowman,2009
,C4,-13.47,5.250727297,-17.85078,141.13109,Murphy_and_Bowman,2009
,C4,-13.46,5.240537637,-17.85078,141.13109,Murphy_and_Bowman,2009
,C4,-12.83,4.599005237,-17.85078,141.13109,Murphy_and_Bowman,2009
,C4,-14.51,6.311581041,-17.85078,141.13109,Murphy_and_Bowman,2009
,C4,-13.24,5.016417366,-17.85078,141.13109,Murphy_and_Bowman,2009
,C4,-13.08,4.853483565,-17.85078,141.13109,Murphy_and_Bowman,2009
,C4,-13.43,5.209969896,-17.86983,122.37778,Murphy_and_Bowman,2009
,C4,-13.84,5.627889998,-17.86983,122.37778,Murphy_and_Bowman,2009
,C4,-14.78,6.587361199,-17.86983,122.37778,Murphy_and_Bowman,2009
,C4,-12.93,4.7007811,-17.86983,122.37778,Murphy_and_Bowman,2009
,C4,-14.24,6.035951956,-17.86983,122.37778,Murphy_and_Bowman,2009
,C4,-13.31,5.08771752,-18.02013,127.80386,Murphy_and_Bowman,2009
,C4,-14.08,5.872687439,-18.02013,127.80386,Murphy_and_Bowman,2009
,C4,-14.15,5.944109144,-18.02013,127.80386,Murphy_and_Bowman,2009
,C4,-12.28,4.039606366,-18.17603,142.22633,Murphy_and_Bowman,2009
,C4,-12.87,4.639713108,-18.17603,142.22633,Murphy_and_Bowman,2009
,C4,-15.25,7.067783701,-18.17603,142.22633,Murphy_and_Bowman,2009
,C4,-13.56,5.342443534,-18.22028,133.73343,Murphy_and_Bowman,2009
,C4,-13.55,5.332252015,-18.22931,142.75464,Murphy_and_Bowman,2009
,C4,-15.57,7.395142367,-18.22931,142.75464,Murphy_and_Bowman,2009
,C4,-13.15,4.924760602,-18.22931,142.75464,Murphy_and_Bowman,2009
,C4,-13.41,5.189592435,-18.22931,142.75464,Murphy_and_Bowman,2009
,C4,-14.12,5.9134986,-18.22931,142.75464,Murphy_and_Bowman,2009
,C4,-14.89,6.699759418,-18.22931,142.75464,Murphy_and_Bowman,2009
,C4,-13.96,5.750273823,-18.22931,142.75464,Murphy_and_Bowman,2009
,C4,-12.75,4.517599392,-18.3129,122.23435,Murphy_and_Bowman,2009
,C4,-14.14,5.933905423,-18.3129,122.23435,Murphy_and_Bowman,2009
,C4,-12.11,3.866827278,-18.4695,133.86791,Murphy_and_Bowman,2009
,C4,-12.34,4.100601422,-18.4695,133.86791,Murphy_and_Bowman,2009
,C4,-12.16,3.917638484,-18.51449,139.30229,Murphy_and_Bowman,2009
,C4,-13.46,5.240537637,-18.51449,139.30229,Murphy_and_Bowman,2009
,C4,-12.66,4.426033585,-18.51449,139.30229,Murphy_and_Bowman,2009
,C4,-13.24,5.016417366,-18.51449,139.30229,Murphy_and_Bowman,2009
,C4,-14.22,6.015540993,-18.51449,139.30229,Murphy_and_Bowman,2009
,C4,-14.07,5.862485166,-18.5619,127.17611,Murphy_and_Bowman,2009
,C4,-13.42,5.199781062,-18.74045,125.9665,Murphy_and_Bowman,2009
,C4,-14.11,5.903295499,-18.74045,125.9665,Murphy_and_Bowman,2009
,C4,-12.9,4.670246176,-18.74045,125.9665,Murphy_and_Bowman,2009
,C4,-15.2,7.016653128,-18.74045,125.9665,Murphy_and_Bowman,2009
,C4,-13.86,5.648285233,-19.14726,121.64061,Murphy_and_Bowman,2009
,C4,-13.8,5.587102008,-19.29478,135.06676,Murphy_and_Bowman,2009
,C4,-12.57,4.33448447,-19.61371,135.69185,Murphy_and_Bowman,2009
,C4,-13.19,4.965494877,-19.61371,135.69185,Murphy_and_Bowman,2009
,C4,-13.8,5.587102008,-19.61371,135.69185,Murphy_and_Bowman,2009
,C4,-12.52,4.283631061,-19.61371,135.69185,Murphy_and_Bowman,2009
,C4,-13.42,5.199781062,-19.61371,135.69185,Murphy_and_Bowman,2009
,C4,-12.28,4.039606366,-19.61371,135.69185,Murphy_and_Bowman,2009
,C4,-14.07,5.862485166,-19.61371,135.69185,Murphy_and_Bowman,2009
,C4,-13.19,4.965494877,-19.80798,135.96833,Murphy_and_Bowman,2009
,C4,-13.61,5.393404232,-19.80798,135.96833,Murphy_and_Bowman,2009
,C4,-14.49,6.291158892,-19.8227,120.9111,Murphy_and_Bowman,2009
,C4,-13.1,4.873847401,-19.8227,120.9111,Murphy_and_Bowman,2009
,C4,-13.28,5.057159072,-19.8227,120.9111,Murphy_and_Bowman,2009
,C4,-14.2,5.995130858,-19.8227,120.9111,Murphy_and_Bowman,2009
,C4,-12.44,4.202276317,-20.01596,137.1183,Murphy_and_Bowman,2009
,C4,-13.78,5.566709254,-20.01596,137.1183,Murphy_and_Bowman,2009
,C4,-12.44,4.202276317,-20.01596,137.1183,Murphy_and_Bowman,2009
,C4,-13.92,5.709475905,-20.01596,137.1183,Murphy_and_Bowman,2009
,C4,-13.05,4.822939359,-20.01596,137.1183,Murphy_and_Bowman,2009
,C4,-14.17,5.964517209,-20.30675,119.33371,Murphy_and_Bowman,2009
,C4,-14.3,6.097189814,-20.30675,119.33371,Murphy_and_Bowman,2009
,C4,-14.53,6.332004018,-20.30675,119.33371,Murphy_and_Bowman,2009
,C4,-15.3,7.118919468,-20.30675,119.33371,Murphy_and_Bowman,2009
,C4,-14.12,5.9134986,-20.30675,119.33371,Murphy_and_Bowman,2009
,C4,-13.61,5.393404232,-20.30675,119.33371,Murphy_and_Bowman,2009
,C4,-15.13,6.945079046,-20.30675,119.33371,Murphy_and_Bowman,2009
,C4,-13.75,5.536121673,-20.37458,139.25361,Murphy_and_Bowman,2009
,C4,-14.32,6.117604091,-20.37458,139.25361,Murphy_and_Bowman,2009
,C4,-13.06,4.833120554,-20.43521,139.39651,Murphy_and_Bowman,2009
,C4,-13.84,5.627889998,-20.43521,139.39651,Murphy_and_Bowman,2009
,C4,-14.51,6.311581041,-20.43521,139.39651,Murphy_and_Bowman,2009
,C4,-13.05,4.822939359,-20.43521,139.39651,Murphy_and_Bowman,2009
,C4,-14.27,6.066569953,-20.48986,118.52338,Murphy_and_Bowman,2009
,C4,-13.61,5.393404232,-20.48986,118.52338,Murphy_and_Bowman,2009
,C4,-13.28,5.057159072,-20.63663,140.96035,Murphy_and_Bowman,2009
,C4,-13.72,5.505535953,-20.63663,140.96035,Murphy_and_Bowman,2009
,C4,-13.21,4.985863254,-20.65315,141.87993,Murphy_and_Bowman,2009
,C4,-12.33,4.090435064,-20.7023,139.60823,Murphy_and_Bowman,2009
,C4,-14.32,6.117604091,-20.76428,143.1706,Murphy_and_Bowman,2009
,C4,-14.09,5.882889919,-20.76428,143.1706,Murphy_and_Bowman,2009
,C4,-15.15,6.965527745,-20.78338,140.10268,Murphy_and_Bowman,2009
,C4,-12.84,4.609181896,-20.79525,116.81221,Murphy_and_Bowman,2009
,C4,-13.77,5.556513187,-21.29625,143.77183,Murphy_and_Bowman,2009
,C4,-15.16,6.975752406,-21.81513,148.67964,Murphy_and_Bowman,2009
,C4,-14.32,6.117604091,-21.81513,148.67964,Murphy_and_Bowman,2009
,C4,-13.37,5.148839991,-21.81513,148.67964,Murphy_and_Bowman,2009
,C4,-14.48,6.280948129,-21.85635,133.62368,Murphy_and_Bowman,2009
,C4,-13.5,5.281297516,-21.86405,115.68485,Murphy_and_Bowman,2009
,C4,-14.41,6.209478586,-21.99135,133.47385,Murphy_and_Bowman,2009
,C4,-14.76,6.566927855,-21.99135,133.47385,Murphy_and_Bowman,2009
,C4,-14.7,6.505632802,-21.99135,133.47385,Murphy_and_Bowman,2009
